ID,Text,Category,Priority
3257,Connection pool exhausted - reported by team,Database,Medium
2491,User account locked - customer complaint,Access,High
1044,Laptop not turning on - in production,Hardware,Low
2879,Cannot access shared folder - urgent fix needed,Access,Critical
1451,Printer not connecting to network - reported by team,Hardware,Medium
3046,Index fragmentation high - reported by team,Database,Critical
1045,Keyboard keys not responding - for user,Hardware,Low
2284,Application freezing randomly - urgent fix needed,Software,High
2968,Database connection timeout - customer complaint,Database,Critical
3091,Data synchronization error - customer complaint,Database,High
1255,Mouse cursor jumping randomly - for user,Hardware,Low
2946,Database replication lagging - urgent fix needed,Database,Medium
2875,Access rights need update - in production,Access,Low
2863,User account locked - customer complaint,Access,High
1565,Connection refused error - reported by team,Network,Low
1213,Hard drive making strange noise - in production,Hardware,Medium
1867,Internet connection drops frequently - customer complaint,Network,High
1743,Packet loss on network - customer complaint,Network,Medium
2252,Runtime error in application - customer complaint,Software,Critical
2048,Runtime error in application - customer complaint,Software,Low
2737,Two-factor authentication not working - customr complaint,Access,Critical
2018,Application freezing randomly - urgent fix needed,Software,Medium
1171,Printer not connecting to network - urgent fix needed,Hardware,High
3097,Table corruption detected - for user,Database,Low
3488,Quarterly business review meeting,Access,Critical
3218,Table corruption detected - in production,Database,Medium
2798,User account locked - customer complaint,Access,Medium
1545,Unable to access company intranet - urgent fix needed,Network,Critical
2222,Update failed to install - in production,Software,High
1464,USB port not working - in production,Hardware,Medium
1989,Software license expired - for user,Software,Medium
2322,Runtime error in application - reported by team,Software,Medium
1603,DNS resolution failing - customer complaint,Network,Low
2337,Application freezing randomly - for user,Software,Medium
3340,Index fragmentation high - urgent fix needed,Database,Medium
2261,Application crashes on startup - urgent fix needed,Software,High
3115,Data synchronization error - customer complaint,Database,Medium
1808,Cannot connect to VPN - reported by team,Network,Medium
1887,Packet loss on network - in production,Network,Medium
2583,Password reset required - reported by team,Access,Low
2615,Cannot access shared folder - urgent fix needed,Access,Critical
2838,Password reset required - reported by team,Access,Critical
2874,aDtabase authentication failed - in production,Access,Low
1283,Screen resolution issue - customer complaint,Hardware,Medium
1211,Mouse cursor jumping randomly - urgent fix needed,Hardware,Medium
1112,Laptop not turning on - customer complaint,Hardware,Critical
2921,Query execution failed - customer complaint,Database,Medium
3166,Database connection timeout - reported by team,Database,High
1458,Screen resolution issue - reported by team,Hardware,Critical
1820,DNS resolution failing - customer complaint,Network,High
3185,Index fragmentation high - customer complaint,Database,High
2656,Session timeout issue - urgent fix needed,Access,Medium
1253,Laptop not turning on - customer complaint,Hardware,Medium
1252,Screen resolution issue - reported by team,Hardware,High
2540,Permission denied error - for user,Access,Medium
3130,Database lock detected - urgent fix needed,Database,Critical
2927,Query execution failed - in production,Database,Critical
2019,Plugin compatobility issue - in production,Software,Critical
1423,Mouse cursor jumping randomly - urgent fix needed,Hardware,Low
2176,Application freezing randomly - urgent fix needed,Software,High
1621,Internet connection drops frequently - in production,Network,Low
1174,Monitor display flickering - customer complaint,Hardware,High
1487,Connection refused error - for user,Network,High
2986,Index fragmentation high - for user,Database,Critical
2081,Update failed to install - in production,Software,Low
2118,Version mismatch error-  for user,Software,High
2358,Plugin compatibility issue - in production,Software,Medium
2042,Software license expired - reported by team,Software,High
2091,Error message on opening file - urgent fix needed,Software,Medium
2356,Error message on opening file - urgent fix needed,Software,Low
1212,Keyboard keys not responding - customer complaint,Hardware,Critical
1614,WiFi speed very slow - for user,Network,Low
3150,Database connection timeout - urgent fix needed,Database,Low
1465,Monitor displa yflickering - customer complaint,Hardware,Critical
2468,Email access denied - urgent fix needed,Access,High
1555,Connection refused error - customer complaint,Network,High
1908,Packet loss on network - for user,Network,Critical
1994,Application not responding - in production,Software,Critical
2969,Query performance very slow - reported by team,Database,Medium
2789,Cannot login to system - in production,Access,Critical
2599,Email access denied - customer complaint,Access,Medium
1097,Mouse cursor jumping randomly - in production,Hardware,Low
2965,Database lock detected - urgent fix needed,Database,Low
2365,Application crashes on startup - reported by team,Software,Low
2925,Connection pool exhausted - customer complaint,Database,High
1612,Internet connection drops frequently - reported by team,Network,Critical
1446,Hard drive making strange noise - reported by team,Hardware,Critical
1238,Monitor display flickering - in production,Hardware,Critical
3311,Query execution failed - customer complaint,Database,Critical
1874,Unable to access company intranet - customer complaint,Network,Medium
3498,Annual company picnic this Friday,Hardware,Critical
3055,Database replication lagging - customer complaint,Database,Medium
2674,Permission denied error - urgent fix needed,Access,Low
3123,Data synchronization error - urgent fix needed,Database,Critical
1840,Unable to access company intranet - customer complaint,Network,Medium
1582,Network timeout errors - reported by team,Network,High
2282,Application freezing randomly - urgent fix needed,Software,Critical
1980,Runtime error in application - customer complaint,Software,Low
1791,DNS resolution failing - urgent fix needed,Network,Medium
1842,Connection refused error - customer complaint,Network,Low
1483,Unable to access company intranet - for user,Network,Medium
2911,Database backup not running - reported by team,Database,Low
1622,Cannot connect to VPN - in production,Network,Medium
2503,Password reset required - reported by team,Access,Medium
1333,Printer not connecting to network - for user,Hardware,Low
1479,Network adapter not detected - for user,Network,High
2495,Password reset required - urgent fix needed,Access,Low
1508,Unable to access company intranet - urgent fix needed,Network,Low
2451,Password reset required - urgent fix needed,Access,Low
3424,Company policy change announcement,Access,Critical
1644,Network adapter not detected - customer complaint,Network,Critical
1481,Packet loss on network - in production,Network,Critical
2456,Two-factor authentication not working - reported by team,Access,Medium
3395,Update your emergency contact information,Software,Medium
2012,Software installation failed - reported by team,Software,Medium
1765,Cannot connect to VPN - urgent fix needed,Network,Medium
2290,Application not responding - in production,Software,Low
2224,Software license expired - customer complaint,Software,Low
2334,Update failed to install - in production,Software,Critical
1618,Connection refused error - reported by team,Network,Medium
1522,Network timeout errors - urgent fix needed,Network,High
1583,Network timeout errors - in production,Network,High
2059,Error message on opening file - in production,Software,Medium
2407,Application freezing randomly - for user,Software,Critical
1297,Monitor display flickering - reported by team,Hardware,Medium
3443,Parking lot full this morning,Network,Medium
2062,Runtime error in application - in production,Software,Critical
1858,Network adapter not detected - urgent fix needed,Network,Critical
2693,User account locked - customer complaint,Access,Medium
1408,Laptop not turning on - reported by team,Hardware,Medium
2079,Application crashes on startup - customer complaint,Software,Low
2084,Runtime error in application - in production,Software,Medium
1169,Keyboard keys not responding - urgent fix needed,Hardware,Low
3181,Query execution failed - reported by team,Database,Low
1240,Screen resolution issue - reported by team,Hardware,High
3306,Database lock detected - reported by team,Database,Critical
2998,Index fragmentation high - urgent fix needed,Database,High
2902,Query performance very slow - urgent fix needed,Database,Low
2051,Software license expired - in production,Software,Low
2913,Database lock detected - urgent fix needed,Database,Critical
2868,Permission denied error - reported by team,Access,High
3096,Database connection timeout - reported by team,Database,High
1523,Packet loss on network - urgent fix needed,Network,Low
2738,Database authentication failed - reported by team,Access,Medium
3473,Please update your profile picture,Access,Low
2848,User account locked - customer complaint,Access,Medium
3369,Table corruption detected - urgent fix needed,Database,Critical
3250,Query execution failed - for user,Database,Low
2884,Access rights need update - for user,Access,Low
2512,Cannot login to system - customer complaint,Access,Low
2460,Access rights need update - urgent fix needed,Access,Low
2939,Database backup not running - reported by team,Database,High
2724,Permission denied error - reported by team,Access,High
3026,Database lock detected - customer complaint,Database,High
2608,Password reset required - urgent fix needed,Access,High
2978,Query performance very slow - in production,Database,Medium
1509,Packet loss on network - urgent fix needed,Network,High
1633,Network adapter not detected - in production,Network,High
1916,DNS resolution failing - reported by team,Network,Medium
1260,Hard drive making strange noise - urgent fix needed,Hardware,Low
2396,Plugin compatibility issue - customer complaint,Software,Low
3296,Query execution failed - for user,Database,High
3322,Query performance very slow - customer complaint,Database,High
1803,Packet loss on network - reported by team,Network,Medium
2936,Database connection timeout - urgent fix needed,Database,Low
2197,Plugin compatibility issue - in production,Software,Low
2945,Query performance very slow - urgent fix needed,Database,Low
1757,Unable to access company intranet - in production,Network,Critical
1802,WiFi speed very slow - customer complaint,Network,High
1234,Printer not connecting to network - for user,Hardware,Critical
2515,Email access denied - reported by team,Access,Critical
1941,Internet connection drops frequently - for user,Network,Medium
1999,Plugin compatibility issue - urgent fix needed,Software,Critical
2103,Application crashes on startup - in production,Software,Critical
2464,Permission denied error - reported by team,Access,Critical
2877,Cannot login to system - in production,Access,Low
2226,Software license expired - for user,Software,High
1325,Laptop not turning on - reported by team,Hardware,Medium
2764,Permission denied error - reported by team,Access,High
2954,Table corruption detected - for user,Database,Critical
2378,Application not responding - in production,Software,High
1101,Fan making loud noise - customer complaint,Hardware,Medium
3482,Employee handbook PDF attached,Database,Low
2341,Software license expired - for user,Software,High
1388,Mouse cursor jumping randomly - for user,Hardware,Medium
2955,Database replication lagging - for user,Database,Medium
1180,Printer not connecting to network - reported by team,Hardware,Low
2695,Password reset required - reported by team,Access,High
2663,Session timeout issue - reported by team,Access,Medium
2305,Software installation failed - for user,Software,High
1928,Internet connection drops frequently - urgent fix needed,Network,Low
2431,User account locked - in production,Access,Low
3269,Query execution failed - in production,Database,High
1142,Battery not charging - urgent fix needed,Hardware,Critical
1369,Printer not connecting to network - urgent fix needed,Hardware,High
3446,Update your LinkedIn profile,Database,High
2086,Software installation failed - customer complaint,Software,High
1368,Mouse cursor jumping randomly - reported by team,Hardware,High
2675,Access rights need update - for user,Access,High
2045,Application crashes on startup - in production,Software,Critical
1319,Battery not charging - in production,Hardware,Medium
2539,Email access denied - in production,Access,Low
1248,USB port not working - urgent fix needed,Hardware,Low
1322,Printer not connecting to network - reported by team,Hardware,Medium
2834,Cannot access shared folder - reported by tEam,Access,Low
2840,Database authentication failed - urgent fix needed,Access,High
2000,Runtime error in application - reported by team,Software,Critical
1943,DNS resolution failing - urgent fix needed,Network,High
2773,Cannot login to system - for user,Access,Critical
1030,Battery not charging - customer complaint,Hardware,Critical
2300,Application crashes on startup - reported by team,Software,High
2994,Query performance very slow - customer complaint,Database,Critical
2915,Database backup not running - in production,Database,Medium
1696,DNS resolution failing - customer complaint,Network,High
3471,Employee handbook PDF attached,Network,Medium
3029,Database backup not running - urgent fix needed,Database,Low
2601,Access rights need update - urgent fix needed,Access,Medium
3330,Index fragmentation high - for user,Database,Low
2232,Version mismatch error - in production,Software,Medium
3174,Table corruption detected - urgent fix needed,Database,Low
2916,Database lock detected - urgent fix needed,Database,High
2730,User account locked - urgent fix needed,Access,Low
2707,Two-factor authentication not working - urgent fix needed,Access,Medium
2704,Password reset required - in production,Access,Critical
1756,Unable to access company intranet - for user,Network,Medium
2331,Application crashes on startup - for user,Software,Critical
1354,Mouse cursor jumping randomlY - customer complaint,Hardware,Low
1209,Laptop not turning on - urgent fix needed,Hardware,Low
3145,Index fragmentation high - customer complaint,Database,Low
1904,DNS resolution failing - in production,Network,High
1953,Application freezing randomly - reported by team,Software,Critical
2338,Error message on opening file - reported by team,Software,Medium
2552,Access rights need update - reported by team,Access,High
2568,Cannot login to system - for user,Access,High
2944,Query execution failed - urgent fix needed,Database,Medium
1486,Network adapter not detected - reported by team,Network,Critical
2630,Permission denied error - customer complaint,Access,Low
3040,Query performance very slow - for user,Database,Critical
1200,USB port not working - reported by team,Hardware,Low
1230,Screen resolution issue - urgent fix needed,Hardware,Critical
1811,WiFi keeps disconnecting - customer complaint,Network,Medium
1788,WiFi keeps disconnecting - customer complaint,Network,Critical
1411,USB port not working - in production,Hardware,Critical
1630,WiFi keeps disconnecting - urgent fix needed,Network,Medium
2511,Database authentication failed - for user,Access,Critical
1663,WiFi speed very slow - for user,Network,High
3143,Data synchronization error - reported by team,Database,Critical
2919,Connection pool exhausted - urgent fix needed,Database,High
3335,Database backup not running - reported by team,Database,High
2270,Runtime error in application - in production,Software,High
1070,Battery not charging - for user,Hardware,High
1444,Mouse cursor jumping randomly - reported by team,Hardware,Medium
3148,Database connection timeout - urgent fix needed,Database,Low
3242,Table corruption detected - in production,Database,Medium
2585,Access rights need update - customer complaint,Access,High
1232,Mouse cursor jumping randomly - reported by team,Hardware,Critical
1441,Fan making loud noise - reported by team,Hardware,Low
2628,Email access denied - in production,Access,Critical
2323,Application crashes on startup - reported by team,Software,Low
2279,Software license expired - for user,Software,Critical
1818,WiFi keeps disconnecting - urgent fix needed,Network,Low
1600,WiFi keeps disconnecting - for user,Network,Medium
2057,Software installation failed - reported by team,Software,Medium
1415,Monitor display flickering - customer complaint,Hardware,Critical
1680,Network timeout errors - reported by team,Network,Medium
2519,Two-factor authentication not working - customer complaint,Access,Critical
2117,Version mismatch error - customer complaint,Software,High
1280,Monitor display flickering - customer complaint,Hardware,Medium
2386,Application not responding - in production,Software,Low
1409,Hard drive making strange noise - in production,Hardware,High
2092,Software installation failed - reported by team,Software,High
3283,Data synchronization error - reported by team,Database,Low
2217,Application crashes on startup - customer complaint,Software,Low
3079,Database replication lagging - customer complaint,Database,Medium
1499,Packet loss on network - for user,Network,Critical
2709,Two-factor authentication not working - urgent fix needed,Access,Critical
3027,Database connection timeout - urgent fix needed,Database,Medium
1790,Connection refused error - for user,Network,Low
2071,Update failed to install - urgent fix needed,Software,Critical
3266,Database connection timeout - reported by team,Database,High
1436,Hard drive making strange noise - urgent fix needed,Hardware,Critical
3044,Database backup not running - urgent fix needed,Database,Medium
2880,Database authentication failed - for user,Access,Critical
1783,WiFi keeps disconnecting - urgent fix needed,Network,Low
2477,Cannot login to system - in production,Access,Medium
2832,Cannot login to system - customer complaint,Access,Critical
2837,User account locked - in production,Access,Critical
1150,Screen resolution issue - for user,Hardware,High
2195,Application not responding - urgent fix needed,Software,Critical
3452,Book a meeting room on the calendar,Database,Medium
2242,Plugin compatibility issue - urgent fix needed,Software,Low
2056,Update failed to install - for user,Software,Low
2770,Access rights need update - for user,Access,High
2690,Session timeout issue - urgent fix needed,Access,Medium
3094,Data synchronization error - reported by team,Database,Low
3193,Data synchronization error - customer complaint,Database,High
2930,Data synchronization error - customer complaint,Database,High
1164,Screen resolution issue - reported by team,Hardware,High
1439,USB port not working - for user,Hardware,Medium
2026,Runtime error in application - in production,Software,Low
2383,Software installation failed - for user,Software,Critical
2979,Database connection timeout - customer complaint,Database,High
1830,Network timeout errors - urgent fix needed,Network,High
1655,Packet loss on network - customer complaint,Network,High
1529,DNS resolution failing - for user,Network,Low
2134,Runtime error in application - urgent fix needed,Software,High
1050,USB port not working - customer complaint,Hardware,High
1068,USB port not working - reported by team,Hardware,High
3017,Database backup not running - customer complaint,Database,Low
2371,Application not responding - in production,Software,High
3271,Index fragmentation high - urgent fix needed,Database,Critical
1049,Mouse cursor jumping randomly - customer complaint,Hardware,High
2335,Software installation failed - in production,Software,Medium
2682,Access rights need update - reported by team,Access,High
1839,Connection refused error - reported by team,Network,Medium
3163,Query execution failed - customer complaint,Database,High
1125,Screen resolution issue - reported by team,Hardware,Medium
1611,WiFi keeps disconnecting - urgent fix needed,Network,Critical
2861,Database authentication failed - customer complaint,Access,Medium
3333,Query performance very slow - customer complaint,Database,Medium
2513,Password reset required - in production,Access,Low
1742,Network timeout errors - for user,Network,Critical
1026,Hard dritve making strange noise - customer complaint,Hardware,High
3389,Submit your expense report by Friday,Software,High
2753,Session timeout issue - in production,Access,Medium
2534,Two-factor authentication not working - customer complaint,Access,High
2816,Database authentication failed - reported by team,Access,Low
2617,Cannot access shared folder - urgent fix needed,Access,Critical
2455,Password reset required - reported by team,Access,Low
1566,WiFi speed very slow - urgent fix needed,Network,Critical
1846,Network timeout errors - for user,Network,High
3490,Office temperature is too cold,Access,Low
2457,Access rights need update - for user,Access,Medium
1362,Mouse cursor jumping randomly - customer complaint,Hardware,Critical
2566,Database authentication failed - reported by team,Access,Low
3499,Employee handbook PDF attached,Software,Medium
3415,Company policy change announcement,Hardware,Critical
2835,Database authentication failed - for user,Access,Medium
2785,Access rights need update - urgent fix needed,Access,Critical
1431,Screen resolution issue - reported by team,Hardware,High
3310,Data synchronization error - urgent fix needed,Database,High
1638,DNS resolution failing - customer complaint,Network,Critical
3188,Table corruption detected - customer complaint,Database,Critical
1652,Connection refused error - reported by team,Network,High
1241,Printer not connecting to network - for user,Hardware,Medium
1694,Connection refused error - reported by team,Network,Low
1071,Laptop not turning on - reported by team,Hardware,Medium
3233,Index fragmentation high - in production,Database,High
1651,WiFi speed very slow - urgent fix needed,Network,Medium
3019,Index fragmentation high - customer complaint,Database,Medium
1074,Monitor display flickering - customer complaint,Hardware,Critical
2164,Application not responding - customer complaint,Software,Low
1351,Printer not connecting to network - in production,Hardware,High
3290,Database lock detected - for user,Database,Medium
3169,Index fragmentation high - customer complaint,Database,Low
2099,Application crashes on startup - in production,Software,Critical
2447,Two-factor authentication not working - urgent fix needed,Access,Medium
3329,Query execution failed - in production,Database,High
1077,Hard drive making strange noise - customer complaint,Hardware,Critical
1433,Printer not connecting to network - customer complaint,Hardware,Medium
3350,Connection pool exhausted - customer complaint,Database,Medium
2293,Runtime error in application - urgent fix needed,Software,Medium
1158,Mouse cursor jumping randomly - customer complaint,Hardware,Critical
2799,Cannot login to system - urgent fix needed,Access,Medium
2406,Software installation failed - customer complaint,Software,Medium
3051,Database lock detected - in production,Database,Medium
1136,Laptop not turning on - urgent fix needed,Hardware,Medium
3138,Data synchronization error - customer complaint,Database,High
2929,Table corruption detected - for user,Database,Critical
2691,Database authentication failed - urgent fix needed,Access,Low
1868,Packet loss on network - in production,Network,Critical
2950,Database lock detected - for user,Database,Critical
1052,USB port not working - in production,Hardware,High
2901,Connection pool exhausted - reported by team,Database,High
1679,DNS resolution failing - urgent fix needed,Network,High
2504,Email access denied - in production,Access,Critical
1290,Laptop not turning on - reported by team,Hardware,Critical
3248,Query execution failed - customer complaint,Database,High
2421,Plugin compatibility issue - urgent fix needed,Software,Critical
2603,Access rights need update - urgent fix needed,Access,Medium
1533,WiFi speed very slow - for user,Network,Critical
1480,Internet connection drops frequently - urgent fx needed,Network,Medium
2404,Error message on opening file - for user,Software,Medium
2933,Data synchronization error - reported by team,Database,High
1292,Mouse cursor jumping randomly - reported by team,Hardware,Critical
2722,Email access denied - customer complaint,Access,Medium
2069,Application freezing randomly - in production,Software,Low
2024,Plugin compatibility issue - reported by team,Software,High
3180,Connection pool exhausted - urgent fix needed,Database,High
3228,Data synchronization error - in production,Database,Low
1706,WiFi speed very slow - reported by team,Network,Critical
3035,Database onnection timeout - for user,Database,Medium
1407,Monitor display flickering - reported by team,Hardware,Medium
3100,Index fragmentation high - urgent fix needed,Database,Low
3024,Data synchronization error - reported by team,Database,Critical
3409,Submit your expense report by Friday,Network,Low
1979,Error message on opening file - for user,Software,Low
2746,Two-factor authentication not working - urgent fix needed,Access,Medium
2881,Password reset required - customer complaint,Access,Critical
1343,Keyboard keys not responding - customer complaint,Hardware,Low
2991,Database backup not running - for user,Database,High
3477,Company policy change announcement,Network,High
1835,Unable to access company intranet - urgent fix needed,Network,High
2453,Email access denied - customer complaint,Access,Critical
1300,Screen resolution issue - for user,Hardware,Low
2989,Database lock detected - reported by team,Database,Critical
3294,Database lock detected - in production,Database,Critical
1496,WiFi speed very slow - in production,Network,Low
1813,Internet connection drops frequently - customer complaint,Network,Critical
1930,Network adapter not detected - urgent fix needed,Network,Critical
2058,Version mismatch error - for user,Software,High
2638,Access rights need update - in production,Access,Low
3456,Please approve my vacation request,Hardware,High
1221,Fan making loud noise - for user,Hardware,Medium
3487,Please approve my vacation request,Database,Medium
2660,Cannot login to system - in production,Access,High
1528,Packet loss on network - customer complaint,Network,Low
2487,Access rights need update - for user,Access,Medium
3376,Please sign the NDA document,Network,Medium
2610,Cannot login to system - for user,Access,High
1597,Cannot connect to VPN - customer complaint,Network,Critical
1085,Laptop not turning on - reported by team,Hardware,Critical
3214,Query execution failed - urgent fix needed,Database,Low
3056,Database lock detected - urgent fix needed,Database,Critical
2962,Data synchronization error - customer complaint,Database,Medium
2865,Session timeout issue - reported by team,Access,Critical
3327,Query execution failed - for user,Database,Low
1462,Printer not connecting to network - in production,Hardware,Critical
1110,Monitor display flickering - customer complaint,Hardware,Medium
2963,Connection pool exhausted - reported by team,Database,Critical
1355,Mouse cursor jumping randomly - in production,Hardware,Critical
1267,Monitor display flickering - urgent fix needed,Hardware,Low
2546,User account locked - customer complaint,Access,Low
1531,Internet connection drops frequently - customer complaint,Network,High
3447,Annual company picnic this Friday,Hardware,Low
1291,Laptop not turning on - for user,Hardware,High
1606,WiFi speed very slow - in production,Network,Low
2561,Email access denied - for user,Access,Medium
1417,Keyboard keys not responding - in production,Hardware,High
1473,Battery not charging - reported by team,Hardware,Low
1932,WiFi speed very slow - in production,Network,High
3280,Database replication lagging - reported by team,Database,Medium
3420,Please sign the NDA document,Hardware,High
1809,Network timeout errors - reported by team,Network,Critical
1799,DNS resolution failing - urgent fix needed,Network,Low
3492,New parking passes issued,Software,Low
1931,Packet loss on network - reported by team,Network,Medium
1279,Keyboard keys not responding - in production,Hardware,Low
2518,Password reset required - in production,Access,Medium
1884,Unable to access company intranet - urgent fix needed,Network,Medium
2015,Error message on opening file - in production,Software,Medium
1019,Screen resolution issue - customer complaint,Hardware,Medium
2235,Application freezing randomly - customer complaint,Software,Low
3402,Employee handbook PDF attached,Database,Low
2973,Data synchronization error - urgent fix needed,Database,Critical
2533,Access rights need update - urgent fix needed,Access,Critical
2903,Connection pool exhausted - customer complaint,Database,High
3134,Table corruption detected - customer complaint,Database,Low
2502,Access rights need update - for user,Access,High
2565,Access rights need update - for user,Access,High
1220,Fan making loud noise - urgent fix needed,Hardware,Low
1619,Network adapter not detected - reported by team,Network,High
2248,Application not responding - reported by team,Software,Critical
1304,Screen resolution issue - in production,Hardware,Low
2739,Password reset required - for user,Access,Medium
3377,Submit your expense report by Friday,Hardware,Medium
3009,Database lock detected - reported by team,Database,High
3065,Data synchronization error - customer complaint,Database,Critical
2296,Application crashes on startup - urgent fix needed,Software,Medium
3202,Database lock detected - urgent fix needed,Database,Critical
1880,WiFi keeps disconnecting - reported by team,Network,High
3159,Table corruption detected - customer complaint,Database,High
2006,Runtime error in application - in production,Software,Medium
2034,Software license expired - in production,Software,Critical
2506,Email access denied - for user,Access,High
2054,Software license expired - urgent fix needed,Software,Low
2870,User account locked - for user,Access,Low
2101,Software installation failed - for user,Software,Low
1193,Fan making loud noise - urgent fix needed,Hardware,Medium
1175,Monitor display flickering - in production,Hardware,High
1766,DNS resolution failing - reported by team,Network,Critical
2379,Version mismatch error - reported by team,Software,Critical
2567,Database authentication failed - customer complaint,Access,Low
2905,Database replication lagging - customer complaint,Database,Critical
1701,Packet loss on network - for user,Network,Critical
1129,Monitor display flickering - for user,Hardware,Critical
1341,Battery not charging - in production,Hardware,Low
3128,Database backup not running - customer complaint,Database,Medium
1648,WiFi keeps disconnecting - urgent fix needed,Network,Medium
2287,Application freezing randomly - reported by team,Software,Medium
1308,Keyboard keys not responding - reported by team,Hardware,Low
1384,Printer not connecting to network - for user,Hardware,Low
2273,Runtime error in application - customer complaint,Software,Medium
3315,Database lock detected - for user,Database,Critical
2264,Application freezing randomly - for user,Software,Critical
1178,Monitor display flickering - in production,Hardware,Low
1427,Printer not connecting to network - in production,Hardware,Critical
1787,Packet loss on network - urgent fix needed,Network,Low
2747,Cannot access shared folder - urgent fix needed,Access,Medium
2100,Error message on opening file - customer complaint,Software,Critical
3390,New gym membership available,Network,Critical
1185,Keyboard keys not responding - urgent fix needed,Hardware,Medium
2592,Two-factor authentication not working - urgent fix needed,Access,Critical
2990,Database backup not running - urgent fix needed,Database,Medium
3496,Please sign the NDA document,Network,Medium
3286,Connection pool exhausted - reported by team,Database,Medium
2304,Error message on opening file - for user,Software,Critical
1962,Plugin compatibility issue - urgent fix needed,Software,High
2640,Permission denied error - in production,Access,Medium
1490,WiFi keeps disconnecting - in production,Network,Critical
1762,Cannot connect to VPN - reported by team,Network,Medium
1810,Network adapter not detected - for user,Network,Medium
3278,Database connection timeout - eeported by team,Database,High
2430,Password reset required - customer complaint,Access,High
2658,Cannot login to system - customer complaint,Access,Medium
2526,Cannot access shared folder - reported by team,Access,High
3087,Database backup not running - in production,Database,Critical
1119,Mouse cursor jumping randomly - customer complaint,Hardware,Low
2554,Two-factor authentication not working - reported by team,Access,Critical
1282,Printer not connecting to network - reported by team,Hardware,Critical
3186,Database backup not running - customer complaint,Database,Low
3465,Inventory audit starting tomorrow,Database,High
2836,Access rights need update - customer complaint,Access,Medium
1650,Network timeout errors - reported by team,Network,High
